제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
저문 날의 삽화,Park Wansuh,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415905,,번역서 2종 · 우르두어 · 예: DOOBTAY SOORAJ KI TASVEER A Sketch of the Fading Sun,포함
혀,Kyung Ran,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415904,,"번역서 8종 · 영어, 네덜란드어, 폴란드어, 이탈리아어, 베트남어 · 예: Tongue",포함
가난한 사랑노래: 신경림 시선집,Shin Kyeong-nim,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415903,,번역서 1종 · 영어 · 예: A Love Song for the Earnest,포함
사랑에 미치다,Kim Hain,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415902,,번역서 2종 · 중국어(간체) · 예: 为爱疯狂,포함
태백산맥 6,Jo Jung-Rae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415901,,"번역서 2종 · 프랑스어, 일본어 · 예: La chaîne des monts Taebaek Tome 6",포함
태백산맥 7,Jo Jung-Rae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415900,,"번역서 2종 · 프랑스어, 일본어 · 예: La chaîne des monts Taebaek Tome 7",포함
만화 2006 (가제),,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415899,,번역서 2종 · 프랑스어 · 예: Manhwa 2006 4,포함
태백산맥 8,Jo Jung-Rae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415896,,번역서 1종 · 프랑스어 · 예: La chaîne des monts Taebaek Tome 8,포함
아리랑,Jo Jung-Rae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415893,,번역서 16종 · 프랑스어 · 예: ARIRANG VOLUME 6,포함
한중록,Hyegyeong-Gung Hong,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415891,,"번역서 10종 · 프랑스어, 영어, 중국어(간체), 불가리아어, 러시아어 · 예: Memoirs of the red queen",포함
장례식 케이크 전문점 연옥당 2,Sanho,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415890,,번역서 1종 · 영어 · 예: Purgatory Funeral Cakes 2,포함
장례식 케이크 전문점 연옥당 1,Sanho,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415889,,번역서 1종 · 영어 · 예: Purgatory Funeral Cakes 1,포함
초토의 시,KU Sang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415884,,번역서 1종 · 영어 · 예: Wastelnads of Fire,포함
고소설선집 (가제),Lie Hiu,소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415883,,번역서 1종 · 독일어 · 예: Katalog der älteren Koreanischen Erzählliteratur Kososol,포함
거룩한 직업 (가제),Lee Gunsam,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415880,,번역서 1종 · 영어 · 예: A Sacred Profession,포함
태백산맥 10,Jo Jung-Rae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415877,,"번역서 2종 · 프랑스어, 일본어 · 예: La chaîne des monts Taebaek Tome 10",포함
검은 이야기 사슬,Jung Young Moon,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415876,,번역서 1종 · 프랑스어 · 예: Pour ne pas rater ma dernière seconde,포함
태평천하,Ch`ae Man-Sik,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415875,,"번역서 8종 · 러시아어, 영어, 이탈리아어, 아라비아어, 튀르키예어 · 예: Peace Under Heaven",포함
"천국에서 한 걸음, A Step from Heaven",Anna,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415874,,"번역서 2종 · 독일어, 일본어 · 예: Im Himmel spricht man Englisch",포함
"지금 사랑하지 않는 자, 모두 유죄",No Heekyung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415873,,"번역서 2종 · 일본어, 중국어(번체) · 예: いま愛していない人、全員有罪",포함
내 영혼의 우물,Choi Ihn Suk,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415872,,번역서 1종 · 프랑스어 · 예: Le puits de mon âme,포함
하늘 호수로 떠난 여행,Shiva RYU,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415871,,"번역서 3종 · 중국어(번체), 프랑스어 · 예: Voyage au pays du lac céleste",포함
연어,Ahn Do-hyun,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415870,,"번역서 6종 · 프랑스어, 튀르키예어, 베트남어, 독일어 · 예: Saumon",포함
김보영의 스텔라 오디세이 트릴로지 세트,Bo-yong Kim,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415863,,"번역서 8종 · 중국어(간체), 이탈리아어, 튀르키예어, 포르투갈어, 독일어 · 예: Odissea stellare",포함
공방의 계절,Yeon Somin,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415861,,"번역서 8종 · 영어, 스페인어, 헝가리어, 폴란드어, 독일어 · 예: Historias del taller de cerámica Soyo",포함
보테로 가족의 사랑 약국,Lee Sunyoung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415860,,"번역서 5종 · 스페인어, 프랑스어, 튀르키예어, 이탈리아어, 러시아어 · 예: La farmacia del amor de la familia Botero",포함
cahiers pour la poétique,,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415856,,번역서 1종 · 프랑스어 · 예: Résonance générale,포함
소낙비,Kim Yujung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415855,,번역서 2종 · 프랑스어 · 예: Une averse,포함
황토 외,Kim Ji-ha,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415854,,번역서 1종 · 독일어 · 예: Die gelbe Erde und andere Gedichte,포함
트렌슬레이션 (가제),Hwang Sun-Won,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415853,,"번역서 1종 · 영어 · 예: Translation (Vol. 13, Fall 1984)",포함
오대산 상원사 중창 권선문,,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415852,,번역서 1종 · 독일어 · 예: Das Odaesan-Sangwonsa-chungch'ang-kwonsonmun,포함
1999 한일전쟁,Baek Nakbeom,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415851,,번역서 2종 · 일본어 · 예: 1999韓日戦争,포함
율곡선생의 금강산시,Yi I,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415850,,번역서 1종 · 독일어 · 예: Lyrische Reise in das Diamanten-Gebirge Koreas. Keum-gang-san-shi,포함
격몽요결,Yi I,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415849,,"번역서 3종 · 독일어, 프랑스어, 스페인어 · 예: Wegweiser für die unwissende Jugend",포함
내 영혼의 노래 (가제),LEE Dong-Jin,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415848,,번역서 1종 · 영어 · 예: Songs of My Soul,포함
저기 도깨비가 간다: 도깨비에 관한 민속학적 탐구,Kim Jongdae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415846,,번역서 1종 · 독일어 · 예: Dokkaebi,포함
나무 공예 (나무로 빚은 예술),Son Young-hak,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415844,,번역서 1종 · 독일어 · 예: Koreas Holzkunsthandwerk,포함
에세이 만드는 법,Lee Yeonsil,수필,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415843,,번역서 1종 · 일본어 · 예: エッセイ本のつくり方,포함
빗장열기: 보통시민 오씨의 548일 북한체류기 하,Oh Yeongjin,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415842,,번역서 1종 · 프랑스어 · 예: LE VISITEUR DU SUD,포함
"달려라, 아비",Kim Ae-ran,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415841,,"번역서 6종 · 프랑스어, 카탈로니아어, 중국어(번체), 일본어, 러시아어 · 예: COURS PAPA, COURS!",포함
"할아버지, 연어를 따라오면 한국입니다",Hahm Kwang-Bok,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415840,,번역서 1종 · 독일어 · 예: Opa Wenn Du Den Lachsen Folgst Bist Du in Korea,포함
아주 특별한 땅 DMZ의 비밀,Yeong-jae Jeon,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415838,,번역서 2종 · 독일어 · 예: Koreas entmilitarisierte Zone,포함
한국 서정시 (가제),Chong-ju,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415836,,번역서 1종 · 영어 · 예: Modern Korean Lyric Poems,포함
안수길 소설선,An Sugil,소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415834,,번역서 1종 · 독일어 · 예: EINE UNMÖGLICHE LIEBE,포함
동경대전,Che-U Ch'oe,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415831,,"번역서 2종 · 독일어, 영어 · 예: Das Grosse Buch des Tonghak",포함
동아시아 문학지 37 (가제),,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415830,,번역서 1종 · 독일어 · 예: Hefte fur ostasiatische literatur 37,포함
동아시아 문학지 38 (가제),Kim Young-ha,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415828,,번역서 1종 · 독일어 · 예: Hefte für Ostasiatische Literatur 38,포함
유진과 유진,Lee Geumyi,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415827,,"번역서 3종 · 일본어, 중국어(간체), 베트남어 · 예: ユジンとユジン",포함
미래의 자리,Moon Jinyoung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415826,,번역서 1종 · 일본어 · 예: 未来のいるところ,포함
Kim Yeonsu: Falscher Herzen Rat,Kim Yeonsu,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415823,,번역서 1종 · 독일어 · 예: Hefte für ostasiatische Literatur (47. Falscher Herzen Rat),포함
마법소녀 복직합니다,Park Seolyeon,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415822,,번역서 1종 · 영어 · 예: A Magical Girl Rehired,포함
규장각 각신들의 나날,Jung Eun-gwol,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415820,,"번역서 6종 · 중국어(번체), 일본어, 중국어(간체) · 예: 奎章閣之戀 (上)",포함
무소유,Boep Joeng,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415819,,"번역서 2종 · 중국어(번체), 일본어 · 예: 無所有",포함
김여정 시선집 (가제),Kim Yeojeong,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415818,,번역서 1종 · 독일어 · 예: Das Meer der Morgendammerung,포함
성균관 유생들의 나날,Jung Eun-gwol,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415817,,"번역서 7종 · 일본어, 중국어(번체), 태국어 · 예: 成均館羅曼史 (上)",포함
시인,Yi Mun-Yol,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415815,,"번역서 4종 · 영어, 스페인어, 튀르키예어 · 예: The Poet",포함
20세기 한국문학시리즈3,Kim Yujung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415814,,번역서 1종 · 인도네시아어 · 예: Seri Sastra Korea Abad Ke-20 Jilid 3,포함
한국서정시집 (가제),,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415813,,번역서 1종 · 독일어 · 예: Die Feldkamille,포함
나의 삶 나의 길,Kim Daejung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415811,,"번역서 1종 · 독일어 · 예: Mein Leben, mein Weg",포함
선 불교 시선 (가제),Cho Ohyun,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415808,,번역서 1종 · 독일어 · 예: Manak Gathas,포함
나는 나를 파괴할 권리가 있다,Kim Young-ha,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415807,,"번역서 12종 · 아라비아어, 중국어(간체), 우르두어, 이탈리아어, 프랑스어 · 예: زندگی سے نجات",포함
민들레의 바다 (가제),Yi Hae-in,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415806,,번역서 1종 · 한국어 · 예: The Sea of Dandelions,포함
야생초편지,Hwang Daekwon,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415804,,번역서 1종 · 일본어 · 예: 野草手紙,포함
쉬리: 서울 잠입 폭파 지령,정석화,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415803,,번역서 2종 · 일본어 · 예: シュリ: ソウル潜入爆破指令,포함
서울은 지금 몇시인가,Ju Chiho,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415802,,번역서 1종 · 일본어 · 예: ソウルはいま何時か,포함
이광수장편소설 연구,Yi Kwang-Su,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415801,,번역서 1종 · 일본어 · 예: 李光洙長編小説硏究,포함
날씨 상점,Thomas Lee,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415797,,번역서 1종 · 영어 · 예: The Weather Shop,포함
세계여성문학단편집 (가제),Kim Ae-ran,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415789,,번역서 1종 · 중국어(간체) · 예: 她们笔下的她们,포함
저녁의 해후,Park Wansuh,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415788,,번역서 1종 · 중국어(간체) · 예: 傍晚的邂逅,포함
김사엽전집,Kim Sayup,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415786,,번역서 1종 · 일본어 · 예: 金思ヨウ全集,포함
그남자그여자,Lee Mina,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415785,,"번역서 2종 · 일본어, 태국어 · 예: 恋するふたり",포함
배후,Seo Hyeonu,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415784,,번역서 1종 · 일본어 · 예: 背後 - 金賢姫の真実,포함
해를 품은 달,Jung Eun-gwol,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415783,,"번역서 9종 · 일본어, 인도네시아어, 태국어, 중국어(간체), 중국어(번체) · 예: 太陽を抱く月 (下)",포함
킬러들의 수다 시리즈,Jang Jin,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415781,,번역서 1종 · 중국어(간체) · 예: 杀手公司,포함
춘향전,,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415779,,"번역서 18종 · 독일어, 일본어, 중국어(간체), 러시아어, 영어 · 예: 春香传",포함
"Zola, Germinal, 한국 현대시 28인선",Han Yong-un,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415778,,번역서 1종 · 프랑스어 · 예: Europe revue littéraire mensuelle,포함
바람의 넋,OH JUNGHEE,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415776,,"번역서 4종 · 프랑스어, 스페인어, 독일어 · 예: L'a^me du vent",포함
연어,Ahn Do-Hyun,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415775,,"번역서 7종 · 태국어, 중국어(간체), 중국어(번체), 영어, 독일어 · 예: แซลมอนสอนคน",포함
포도밭 그 사나이,Kim Rang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415774,,"번역서 4종 · 태국어, 중국어(간체), 베트남어, 일본어 · 예: หนุ่มบ้านไร่หัวใจปิ๊งรัก",포함
우리들의 일그러진 영웅,Yi Mun-yol,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415773,,"번역서 13종 · 영어, 독일어, 스페인어, 스웨덴어, 몽골어 · 예: Our Twisted Hero",포함
2016[11] 외국문학지: 한국문학특집호,Kwon Yeongmin,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415772,,번역서 2종 · 러시아어 · 예: ИНОСТРАННАЯ ПИТЕРАТУРА,포함
세계문학,Hahn Moo-Sook,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415771,,번역서 1종 · 폴란드어 · 예: Literatura na Świecie,포함
파도,Kang Shin-Jae,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415770,,번역서 1종 · 영어 · 예: The Waves,포함
만화 바로 보는 세계사,이희수,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415769,,"번역서 4종 · 중국어(간체), 중국어(번체) · 예: 世界歷史大奇航 1：文明的誕生",포함
태양의 북소리,Chong Ki-Sheok,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415767,,번역서 1종 · 영어 · 예: Black flower in the sky poems of a Korean bridegroom in Hiroshima,포함
마지막 마음이 들리는 공중전화,Lee Su-Yeon,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415765,,"번역서 4종 · 튀르키예어, 폴란드어, 스페인어, 태국어 · 예: Telefon Kulübesindeki Kız",포함
책들의 부엌,Kim ji hye,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415764,,"번역서 11종 · 포르투갈어, 영어, 튀르키예어, 독일어, 러시아어 · 예: Soyang-ri'nin Kitap Mutfağı",포함
메모리케어,Jin Bora,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415763,,번역서 1종 · 튀르키예어 · 예: Hafıza Bakımı,포함
루비나 65,YI Sang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415760,,번역서 1종 · 스페인어 · 예: Luvina 65,포함
안녕이라 그랬어,Kim Ae-ran,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415759,,번역서 1종 · 중국어(번체) · 예: 你好，再見,포함
인간에 대한 예의,Ji-Young Gong,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415753,,번역서 2종 · 영어 · 예: Human decency,포함
모 이야기,Yeonju Choi,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415750,,"번역서 9종 · 체코어, 네덜란드어, 독일어, 중국어(번체), 이탈리아어 · 예: Het verhaal van Mo",포함
모 이야기2,Yeonju Choi,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415749,,"번역서 5종 · 스페인어, 중국어(번체), 프랑스어, 일본어, 체코어 · 예: La historia de Mo",포함
평형추,Djuna,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415741,,"번역서 3종 · 스페인어, 일본어, 영어 · 예: CONTRAPESO",포함
듀나 단편 및 장편선(가제),Djuna,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415736,,"번역서 3종 · 영어, 폴란드어 · 예: Memoir of a Joseon Bride",포함
옷소매 붉은 끝동 2,Kang Mikang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415724,,"번역서 2종 · 러시아어, 스페인어 · 예: Красные манжеты",포함
호도,Yeong-shin Ma,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415722,,번역서 1종 · 영어 · 예: HODO,포함
우리가 쓴 것,Cho Nam-ju,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415710,,"번역서 7종 · 튀르키예어, 프랑스어, 폴란드어, 스페인어, 영어 · 예: Bizim Hikayemiz",포함
좋아한다는 거짓말,Heo Jin-hee,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415705,,번역서 1종 · 프랑스어 · 예: Il neige sur nos coeurs,포함
소년이 온다,Han Kang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415703,,"번역서 39종 · 영어, 중국어(번체), 독일어, 핀란드어, 스웨덴어 · 예: Ανθρώπινες πράξεις",포함
눈물을 마시는 새 시리즈,Lee Yeongdo,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415695,,"번역서 25종 · 중국어(번체), 네덜란드어, 독일어, 일본어, 체코어 · 예: De vogel die tranen drinkt",포함
밝은 밤,Choi Eunyoung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415693,,"번역서 6종 · 그리스어, 러시아어, 폴란드어, 중국어(번체), 중국어(간체) · 예: Φωτεινή νύχτα",포함
"식물, 상점",Kang Min Young,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415692,,"번역서 3종 · 영어, 독일어 · 예: Plant Lady",포함
내 여자의 열매,Han Kang,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415691,,"번역서 5종 · 일본어, 중국어(간체), 이탈리아어 · 예: 私の女の実",포함
그때도 틀리고 지금도 틀리다,Hong Seungeun,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415690,,번역서 1종 · 중국어(번체) · 예: 那時錯了，現在也是錯的,포함
저주토끼,Bora Chung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415685,,"번역서 18종 · 영어, 말레이어, 일본어, 스웨덴어, 폴란드어 · 예: Cursed Bunny",포함
혼모노,Seong Haena,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415684,,번역서 1종 · 중국어(번체) · 예: 本物,포함
"아무튼, 데모",Bora Chung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415683,,번역서 1종 · 일본어 · 예: とにかく、デモ！,포함
여자 둘이 살고 있습니다,Kim Hana,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415681,,번역서 1종 · 영어 · 예: Two Women Living Together,포함
풀,Keum Suk Gendry-Kim,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415680,,"번역서 15종 · 포르투갈어, 독일어, 루마니아어, 갈리시아어, 카탈로니아어 · 예: Gras",포함
이중 하나는 거짓말,Kim Ae-ran,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415679,,"번역서 3종 · 일본어, 스페인어, 중국어(번체) · 예: どれか一つは嘘",포함
네 번의 노크,Casey,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415678,,번역서 1종 · 중국어(번체) · 예: 四次敲門聲,포함
야옹이 수영 교실,Shin Hyun Kyoung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415677,,"번역서 2종 · 중국어(번체), 태국어 · 예: 喵星人學游泳1",포함
변비 탐정 실룩 1,Lee Na Young,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415673,,"번역서 2종 · 중국어(번체), 태국어 · 예: 便祕偵探1",포함
제철 행복,Shinji Kim,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415670,,번역서 1종 · 중국어(번체) · 예: 時令幸福,포함
듀얼,Jeon Gunwoo,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415668,,"번역서 2종 · 중국어(번체), 러시아어 · 예: 亡命側寫師",포함
셰이커,Lee Heeyoung,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415665,,"번역서 3종 · 인도네시아어, 태국어, 튀르키예어 · 예: SHAKER",포함
"콩, 너는 죽었다",Kim Yong Taik,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415653,,번역서 1종 · 중국어(간체) · 예: 豆子，你完蛋了,포함
기억서점,Song Yujeong,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415648,,"번역서 9종 · 스페인어, 영어, 러시아어, 독일어, 프랑스어 · 예: La librería de la memoria",포함
그저 여명일 뿐 시리즈,Woo Ji-Hye,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415646,,번역서 2종 · 베트남어 · 예: Chỉ Là Ánh Bình Minh 2,포함
