제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
밝은 밤,최은영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415347,,번역서 4종 · 예: Jasna noc,포함
페인트,이희영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415344,,번역서 4종 · 예: Evlatlık,포함
마지막 테우리,현기영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415203,,번역서 1종 · 예: Последний пастух,포함
"시간이 멈춰 선 화과자점, 화월당입니다",이온화,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413511,,번역서 4종 · 예: A Midnight Pastry Shop Called Hwawoldang,포함
АННА 친밀한 이방인,정한아,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415140,,번역서 1종 · 예: АННА 친밀한 이방인,포함
마법소녀 은퇴합니다,박서련,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414122,,번역서 2종 · 예: Esta magical girl se retira,포함
光指引的地方 빛이 이끄는 곳으로,백희성,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415195,,번역서 1종 · 예: 光指引的地方 빛이 이끄는 곳으로,포함
"Nie mam ochoty żyć, ale za bardzo lubię tteokbokki 죽고 싶지만 떡볶이는 먹고 싶어",Baek Se Hee,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414109,,"번역서 1종 · 예: Nie mam ochoty żyć, ale za bardzo lubię tteokbokki 죽고 싶지만 떡볶이는 먹고 싶어",포함
비스킷,김선미,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414103,,번역서 6종 · 예: THE BISCUITS,포함
단순한 진심,조해진,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415126,,번역서 3종 · 예: Simple Heart,포함
어느 별의 지옥,김혜순,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414982,,번역서 1종 · 예: The Hell of That Star,포함
당연하게도 나는 너를,이꽃님,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414698,,번역서 2종 · 예: Oczywiście że cię,포함
기억서점,송유정,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414981,,번역서 2종 · 예: La librairie des souvenirs,포함
수평선 시리즈,정지훈,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415075,,번역서 1종 · 예: HORIZONT,포함
스노볼 1,박소영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415074,,번역서 2종 · 예: Globul de zăpadă,포함
철도원 삼대(하),황석영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415065,,번역서 1종 · 예: マテニ10号（下）,포함
철도원 삼대(상),황석영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415064,,번역서 1종 · 예: マテニ10号（上）,포함
오늘 아침 단어,유희경,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415062,,번역서 1종 · 예: Today's Morning Vocabulary,포함
사과는 잘해요,이기호,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414857,,번역서 7종 · 예: El que fem bé és demanar perdó,포함
모순,양귀자,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415059,,번역서 6종 · 예: 矛盾,포함
두근두근 내 인생,김애란,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415058,,번역서 13종 · 예: Viața mea papitanta,포함
우리가 쓴 것,조남주,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414834,,번역서 4종 · 예: Miss Kim,포함
나혜석 단편집,나혜석,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415057,,번역서 1종 · 예: Resentimiento,포함
파도의 아이들,정수윤,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415055,,번역서 1종 · 예: 波の子どもたち,포함
돌보는 마음,김유담,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415053,,번역서 1종 · 예: ケアする心,포함
ウソ學校 거짓말 학교,전성희,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415051,,번역서 1종 · 예: ウソ學校 거짓말 학교,포함
미래로 가는 사람들,김보영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415029,,번역서 1종 · 예: 走向未来的人们,포함
당신에게 가고 있어,김보영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415032,,번역서 1종 · 예: 我在走向你,포함
당신을 기다리고 있어,김보영,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415031,,번역서 5종 · 예: 我在等你,포함
82년생 김지영,조남주,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414725,,"번역서 28종 · 예: Kim Jiyoung, född 1982",포함
빛과 실,한강,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415027,,번역서 2종 · 예: 光と糸,포함
성소년,이희주,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415026,,번역서 2종 · 예: Holy Boy,포함
서랍에 저녁을 넣어 두었다,한강,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415009,,번역서 5종 · 예: Ik leg de avond in een la,포함
김 비서가 왜 그럴까 시리즈,정경윤,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/415008,,번역서 1종 · 예: Qu’est-ce qui cloche avec la secrétaire Kim ? – Tome 1,포함
Rahatsız Market 불편한 편의점,김호연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414999,,번역서 1종 · 예: Rahatsız Market 불편한 편의점,포함
딸에 대하여,김혜진,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414998,,번역서 17종 · 예: O mojej córce,포함
모 이야기,최연주,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414910,,번역서 2종 · 예: A história de Mo,포함
김보영의 스텔라 오디세이 트릴로지 세트,김보영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414911,,번역서 3종 · 예: Odisseia estelar,포함
시프트,조예은,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414914,,번역서 1종 · 예: Shift,포함
시맨틱 에러 시리즈 (가제),저수리,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414903,,번역서 1종 · 예: SEMANTIC ERROR . 1,포함
메리골드 마음 세탁소,윤정은,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414904,,번역서 9종 · 예: TIỆM GIẶT LÀ TÂM HỒN MARIGOLD,포함
세계를 건너 너에게 갈게,이꽃님,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414905,,번역서 7종 · 예: Akan Kulintasi Dunia Untukmu,포함
행운이 너에게 다가오는 중,이꽃님,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414906,,번역서 2종 · 예: Keberuntungan Sedang Menghampirimu,포함
즐거운 어른,이옥선,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414909,,"번역서 1종 · 예: 老後ひとり,暮らしています",포함
내일의 연인들,정영수,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414731,,번역서 1종 · 예: 明日の恋人たち,포함
웨하스 소년,이유리,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414898,,번역서 1종 · 예: ウエハース君,포함
목소리들,이승우,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414900,,번역서 1종 · 예: 心の浮力,포함
둥지의 철학,박이문,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414896,,번역서 2종 · 예: فلسفة العش,포함
살인자의 기억법,김영하,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414647,,번역서 15종 · 예: Мемуари вбивці,포함
한 사람의 닫힌 문,박소란,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414886,,번역서 1종 · 예: An Unknown Taste,포함
우리를 닮은 이야기: 한국의 신화전설,최상식,소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414876,,번역서 1종 · 예: 韓國の民話傳說,포함
아시아 어린이동화 (가제),작자 미상,동화,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414873,,번역서 1종 · 예: Сказки народов Азии,포함
한국고전전래동화(가제),작자 미상,동화,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414870,,번역서 1종 · 예: Truyện cổ Hàn Quốc,포함
KOREAN LITERATURE STORIES & POEMS : 2019 GÖTEBORG BOOK FAIR GUEST OF HONOUR: SOUTH KOREA,LTI Korea,시,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414868,,번역서 1종 · 예: KOREAN LITERATURE STORIES & POEMS : 2019 GÖTEBORG BOOK FAIR GUEST OF HONOUR: SOUTH KOREA,포함
건널 강이 어디 있으랴,대행,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414852,,번역서 2종 · 예: نهر الحياة : تعاليم في الديانة البوذية,포함
조선소설사,김태준,소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414851,,번역서 2종 · 예: 朝鮮小説史,포함
강소천 동시집 / 귀뚜라미 우는 밤,강소천,노래,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414542,,번역서 1종 · 예: 蟋蟀来电话了,포함
아름다운 것은 영원한 기쁨,김영랑,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414758,,번역서 1종 · 예: A thing of beauty is a joy for ever,포함
Корей көркем әдебиетінің аударма жинағы / 세계로 나온 한국 단편소설들(가제),А.Б. Абаган,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414825,,번역서 1종 · 예: ЖАҺАНҒА ШЫҚҚАН КОРЕЙ ӘҢГІМЕЛЕРІ,포함
"사월의 미, 칠월의 솔",김연수,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/405474,,번역서 3종 · 예: มี ในเมษายน ซอล ในกรกฎาคม,포함
경청,김혜진,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414113,,번역서 8종 · 예: Dobre ucho,포함
메모리얼 향수가게,진설라,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414120,,번역서 2종 · 예: Perfumeria wspomnień,포함
내 마음 다치지 않게,설레다,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/405515,,번역서 2종 · 예: Don't Get My Heart Hurt อย่าให้ใจเราเจ็บ,포함
알려지지 않은 밤과 하루,배수아,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414805,,"번역서 8종 · 예: НЕПОСТИЖИМАЯ НОЧь, НЕРАЗГАДАННЫЙ ДЕНь",포함
설계자들,김언수,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/28425,,번역서 22종 · 예: The Plotters,포함
듀나 단편 및 장편선(가제),듀나,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414119,,"번역서 2종 · 예: Wszystko, co dobre, tutaj umiera",포함
죽음의 자서전,김혜순,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413644,,번역서 5종 · 예: Autobiografia śmierci,포함
보테로 가족의 사랑 약국,이선영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/411508,,번역서 2종 · 예: Аптека сердечных дел семьи Ботеро,포함
튜브,손원평,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414116,,번역서 7종 · 예: TUBE: Opowieść o pewnym życiu,포함
죽은 자의 꿈,정보라,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414111,,번역서 1종 · 예: Sny umarłych,포함
해질 무렵,황석영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414108,,번역서 13종 · 예: O zmierzchu,포함
하마터면 열심히 살 뻔했다,하완,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/405522,,번역서 2종 · 예: นี่เราใช้ชีวิตยากเกินไปหรือเปล่านะ,포함
보행연습,돌기민,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413782,,번역서 4종 · 예: Yürüyüş Pratiği,포함
스노볼 2,박소영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/412298,,번역서 1종 · 예: Snow globe . 2,포함
빗소리 몽환도,주수자,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414106,,번역서 1종 · 예: Night Picture of Rain Sound,포함
마지막 마음이 들리는 공중전화,이수연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413645,,번역서 3종 · 예: La cabina de los últimos pensamientos,포함
"어서 오세요, 휴남동 서점입니다",황보름,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414112,,번역서 13종 · 예: Witajcie w księgarni Hyunam-Dong,포함
달 드링크 서점,서동원,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413916,,번역서 2종 · 예: The Moon Glow Bookshop,포함
밤의 여행자들,윤고은,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/411264,,번역서 9종 · 예: The Disaster Tourist,포함
달까지 가자,장류진,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413485,,번역서 6종 · 예: Bis zum Mond,포함
감정 기복이 심한 편입니다만,박한평,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413863,,번역서 1종 · 예: Тревога,포함
말의 내공,신도현,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/28590,,번역서 1종 · 예: 世界の古典と賢者の知恵に学ぶ言葉の力,포함
"사랑한다, 나는 사랑을 가졌다",나태주,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414774,,"번역서 1종 · 예: I love you, I have loved",포함
윤동주 평전,송우혜,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413911,,번역서 2종 · 예: Yun Dong-Ju,포함
매일 읽겠습니다,황보름,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413987,,번역서 2종 · 예: Every Day I Read,포함
한 명,김숨,단편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413986,,번역서 5종 · 예: No Hand Held Mine: Stories Granny Wild Goose and The Root's Tale,포함
한밤의 시간표,정보라,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413985,,번역서 2종 · 예: The Midnight Timetable,포함
적당히 가까운 사이,이주선,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414088,,번역서 1종 · 예: It’s Okay Not to Get Along With Everyone,포함
잃어버린 이름들의 낙원 : 허주은 장편소설,허주은,장편소설,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413930,,번역서 1종 · 예: 잃어버린 이름들의 낙원 : 허주은 장편소설,포함
Le chant de la terre 지상의 노래,Lee Seung-U,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/411400,,번역서 1종 · 예: Le chant de la terre 지상의 노래,포함
"저는 남자고, 페미니스트입니다",최승범,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/404421,,번역서 1종 · 예: 我是男生，也是女性主義者,포함
서른의 반격,손원평,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414756,,번역서 4종 · 예: Contrattacco,포함
밤에 찾아오는 구원자,천선란,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414755,,번역서 3종 · 예: The Midnight Shift,포함
불편한 편의점,김호연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414649,,번역서 14종 · 예: Неудобният денонощен магазин,포함
검은 기적,정현우,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414655,,번역서 1종 · 예: Dark Miracle,포함
뉴서울파크 젤리장수 대학살,조예은,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414657,,번역서 2종 · 예: 新首尔公园软糖嘉年华,포함
편지 가게 글월,백승연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413775,,번역서 2종 · 예: A loja de cartas de Seul,포함
아주 희미한 빛으로도,최은영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414660,,번역서 2종 · 예: ほんのかすかな光でも,포함
아마도 아프리카,이제니,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414608,,번역서 1종 · 예: Pirowa Padowa,포함
우리의 정류장과 필사의 밤,김이설,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414606,,번역서 1종 · 예: わたしたちの停留所と、書き写す夜,포함
체공녀 강주룡,박서련,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413984,,번역서 2종 · 예: Capitalists Must Starve,포함
너도 하늘말나리야,이금이,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414552,,번역서 2종 · 예: Le Lys du ciel,포함
새벽과 음악,이제니,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414600,,번역서 1종 · 예: 夜明けと音楽,포함
시뮬레이션 제4139회차,조시현,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414599,,번역서 1종 · 예: Similation No.4139,포함
복어,조경란,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/412290,,번역서 1종 · 예: Blowfish,포함
애쓰지 않아도,최은영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414581,,번역서 2종 · 예: 無理して頑張らなくても,포함
푸른 낙엽,김유경,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413936,,번역서 1종 · 예: 青い落ち葉,포함
클로버,나혜림,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414509,,번역서 1종 · 예: クローバー,포함
브로콜리 펀치,이유리,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414506,,번역서 4종 · 예: ブロッコリーパンチ,포함
책들의 부엌,Kim Jee-Hye[Author];,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414447,,번역서 1종 · 예: O Café Literário de Soyangri,포함
스노볼 시리즈,So-young Park,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414031,,번역서 1종 · 예: Snowglobe,포함
나는 나를 파괴할 권리가 있다,김영하,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414512,,번역서 16종 · 예: TENGO DERECHO A DESTRUIRME,포함
흰,한강,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414502,,번역서 23종 · 예: Il libro bianco,포함
책들의 부엌,김지혜,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/413908,,번역서 6종 · 예: Soyangri Book Kitchen,포함
나의 돈키호테,김호연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414446,,번역서 3종 · 예: Nu ne despărțim,포함
Chàng Don Quixote Của Tôi 나의 돈키호테,김호연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414446,,번역서 1종 · 예: Chàng Don Quixote Của Tôi 나의 돈키호테,포함
"식물, 상점",강민영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414445,,번역서 1종 · 예: Plant Lady,포함
고래,천명관,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414442,,번역서 10종 · 예: 鯨,포함
반반 무 많이,김소연,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414437,,번역서 1종 · 예: チキン半々 大根多めで,포함
자본주의의 적,정지아,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414434,,번역서 1종 · 예: 資本主義の敵,포함
송곳 2권,최규석,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414432,,번역서 2종 · 예: Шило. tom 2,포함
송곳 1권,최규석,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414431,,번역서 2종 · 예: Шило. tom 1,포함
만질 수 있는 생각,이수지,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414430,,번역서 1종 · 예: Pensieri su carta: Confidenze di un'autrice,포함
책과 우연들,김초엽,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414428,,번역서 1종 · 예: 本と偶然,포함
100년전 우리가 먹은 음식,백석 외,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414426,,번역서 1종 · 예: 書かずにいられない味がある: 100年前の韓食文学,포함
가녀장의 시대,이슬아,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414380,,번역서 3종 · 예: L'era del figliarcato,포함
나인,천선란,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414376,,번역서 2종 · 예: 第九株新芽: 奇蹟少女娜仁,포함
"거기, 당신?",윤성희,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414378,,"번역서 2종 · 예: 在那裡的, 是你嗎?",포함
종의 기원담,김보영,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/414379,,번역서 2종 · 예: Türlerin Kökeni,포함
